motif	cluster	HGNC	HGNC_mm	sub_cluster	sub_cluster_name
Pou5f1Sox2_MA0142.1	C_Pou5f1::Sox2	POU5F1::SOX2	Ewsr1::Fli1	24A	C_POU3F3
POU6F1_MA0628.2	C_mix-a	POU6F1	Pou6f1	3A	C_HOXB3;HOXA2;DLX
POU6F1_MA1549.2	C_HOXB4	POU6F1	Pou6f1	3A	C_HOXB3;HOXA2;DLX
POU6F2_MA0793.2	C_POU6F2	POU6F2	Pou6f2	3A	C_HOXB3;HOXA2;DLX
Ppara_MA2338.1	C_Nr1h3	PPARA	Ppara	#N/A	#N/A
PPARARXRA_MA1148.2	C_PPARA::RXRA	PPARA::RXRA	Ppara::Rxra	4A	C_NR1H2;PPARA
PPARD_MA1550.2	C_Nr2f6	PPARD	Ppard	4A	C_NR1H2;PPARA
PPARG_MA0066.2	C_PPARG	PPARG	Pparg	59A	C_PPARG;ESR
PpargRxra_MA0065.3	C_Nr2f6	PPARG::RXRA	Pparg::Rxra	4A	C_NR1H2;PPARA
PRDM1_MA0508.4	C_PRDM1	PRDM1	Prdm1	113A	C_PRDM1
Prdm14_MA1998.2	C_Prdm14	PRDM14	Prdm14	93A	C_PRDM14
Prdm15_MA1616.2	C_Prdm15	PRDM15	Prdm15	109A	C_PRDM15
Prdm4_MA1647.3	C_Prdm4	PRDM4	Prdm4	127A	C_PRDM4
Prdm5_MA1999.2	C_Prdm5	PRDM5	Prdm5	94A	C_PRDM5
PRDM9_MA1723.2	C_PRDM9	PRDM9	Prdm9	78A	C_PRDM9;ZNF320
PROP1_MA0715.1	C_PHOX2A	PROP1	Prop1	38A	C_DUX4;PHOX2A
PROX1_MA0794.1	C_PROX1	PROX1	Prox1	87A	C_PROX1
PRRX1_MA0716.2	C_mix-a	PRRX1	Prrx1	3A	C_HOXB3;HOXA2;DLX
PRRX2_MA0075.4	C_PRRX2	PRRX2	Prrx2	3A	C_HOXB3;HOXA2;DLX
Ptf1A_MA1618.2	C_Ptf1A	PTF1A	Ptf1a	6A	C_ASCL;MYOD1
Ptf1A_MA1619.2	C_Twist2	PTF1A	Ptf1a	6A	C_ASCL;MYOD1
Ptf1A_MA1620.2	C_TCF3	PTF1A	Ptf1a	6A	C_ASCL;MYOD1
RARA_MA0729.1	C_RARA	RARA	Rara	4A	C_NR1H2;PPARA
RARA_MA0730.1	C_Rarb	RARA	Rara	4A	C_NR1H2;PPARA
RARARXRA_MA0159.1	C_RARA::RXRA	RARA::RXRA	Rxra::Rxra	31A	C_RARA
RARARXRG_MA1149.2	C_Rarb	RARA::RXRG	Rara::Rxrg	31A	C_RARA
Rarb_MA0857.1	C_Rarb	RARB	Rarb	4A	C_NR1H2;PPARA
Rarb_MA0858.1	C_Rarb	RARB	Rarb	4A	C_NR1H2;PPARA
RARB_MA1552.2	C_RXRG	RARB	Rarb	4A	C_NR1H2;PPARA
Rarg_MA0859.2	C_Rarb	RARG	Rarg	4A	C_NR1H2;PPARA
Rarg_MA0860.1	C_Rarg	RARG	Rarg	4A	C_NR1H2;PPARA
RARG_MA1553.2	C_RXRG	RARG	Rarg	4A	C_NR1H2;PPARA
RAX_MA0718.2	C_mix-a	RAX	Rax	3A	C_HOXB3;HOXA2;DLX
RAX2_MA0717.2	C_mix-a	RAX2	NA	3A	C_HOXB3;HOXA2;DLX
RBPJ_MA1116.2	C_RBPJ	RBPJ	Rbpj	44A	C_NFATC
REL_MA0101.1	C_REL	REL	Rel	32A	C_MZF1;NFKB1
RELA_MA0107.1	C_REL	RELA	Rela	32A	C_MZF1;NFKB1
RELB_MA1117.2	C_RELB	RELB	Relb	32A	C_MZF1;NFKB1
REST_MA0138.3	C_REST	REST	Rest	134A	C_REST
RFX1_MA0509.3	C_RFX2	RFX1	Rfx1	25A	C_RFX
RFX2_MA0600.3	C_RFX2	RFX2	Rfx2	25A	C_RFX
RFX3_MA0798.3	C_RFX2	RFX3	Rfx3	25A	C_RFX
RFX4_MA0799.3	C_RFX4	RFX4	Rfx4	25A	C_RFX
RFX5_MA0510.3	C_RFX2	RFX5	Rfx5	25A	C_RFX
Rfx6_MA1724.2	C_Rfx6	RFX6	Rfx6	25A	C_RFX
RFX7_MA1554.2	C_RFX7	RFX7	Rfx7	25A	C_RFX
Rhox11_MA0629.2	C_Rhox11	RHOX11	Rhox11	115A	C_RHOX11
RHOXF1_MA0719.2	C_RHOXF1	RHOXF1	NA	29A	C_Dmbx1;DPRX
RORA_MA0071.1	C_RORA	RORA	Rora	4A	C_NR1H2;PPARA
RORA_MA0072.2	C_RORA	RORA	Rora	4A	C_NR1H2;PPARA
RORB_MA1150.2	C_RORB	RORB	Rorb	4A	C_NR1H2;PPARA
RORC_MA1151.2	C_RORB	RORC	Rorc	4A	C_NR1H2;PPARA
RREB1_MA0073.2	C_RREB1	RREB1	Rreb1	135A	C_RREB1
Runx1_MA0002.3	C_Bcl11B	RUNX1	Runx1	60A	C_Bcl11B
RUNX2_MA0511.2	C_Bcl11B	RUNX2	Runx2	60A	C_Bcl11B
RUNX3_MA0684.3	C_RUNX3	RUNX3	Runx3	60A	C_Bcl11B
Rxra_MA0512.2	C_Nr2f6	RXRA	Rxra	4A	C_NR1H2;PPARA
RXRAVDR_MA0074.1	C_RXRA::VDR	RXRA::VDR	Rxra::Vdr	61A	C_NR1I2;RXRA
RXRB_MA0855.1	C_Nr2f6	RXRB	Rxrb	4A	C_NR1H2;PPARA
RXRB_MA1555.1	C_RXRG	RXRB	Rxrb	4A	C_NR1H2;PPARA
RXRG_MA0856.1	C_Nr2f6	RXRG	Rxrg	4A	C_NR1H2;PPARA
RXRG_MA1556.1	C_RXRG	RXRG	Rxrg	4A	C_NR1H2;PPARA
SATB1_MA1963.2	C_SATB1	SATB1	Satb1	45A	C_HOXA10;HOXB13
SCRT1_MA0743.3	C_SCRT2	SCRT1	Scrt1	37A	C_SCRT1
SCRT2_MA0744.3	C_SCRT2	SCRT2	Scrt2	37A	C_SCRT1
SHOX_MA0630.2	C_mix-a	SHOX	NA	3A	C_HOXB3;HOXA2;DLX
Shox2_MA0720.2	C_mix-a	SHOX2	Shox2	3A	C_HOXB3;HOXA2;DLX
SIX1_MA1118.2	C_SIX2	SIX1	Six1	33A	C_SIX2
SIX2_MA1119.2	C_SIX2	SIX2	Six2	33A	C_SIX2
Six3_MA0631.2	C_Six3	SIX3	Six3	105A	C_SIX3
Six4_MA2001.2	C_Six4	SIX4	Six4	33A	C_SIX2
SMAD2_MA1964.2	C_SMAD2	SMAD2	Smad2	64A	C_HAND1;TCF3;SMAD2
SMAD3_MA0795.1	C_SMAD3	SMAD3	Smad3	15A	C_SMAD
Smad4_MA1153.2	C_Smad4	SMAD4	Smad4	15A	C_SMAD
SMAD5_MA1557.1	C_SMAD3	SMAD5	Smad5	15A	C_SMAD
SNAI1_MA1558.2	C_TCF3	SNAI1	Snai1	6A	C_ASCL;MYOD1
SNAI2_MA0745.3	C_TCF3	SNAI2	Snai2	6A	C_ASCL;MYOD1
SNAI3_MA1559.2	C_TCF3	SNAI3	Snai3	6A	C_ASCL;MYOD1
SOHLH2_MA1560.2	C_Mlxip	SOHLH2	Sohlh2	21A	C_HIF1A;HEY1
Sox1_MA0870.1	C_SOX21	SOX1	Sox1	8A	C_SOX
SOX10_MA0442.3	C_Sox11	SOX10	Sox10	8A	C_SOX
Sox11_MA0869.3	C_Sox11	SOX11	Sox11	8A	C_SOX
SOX12_MA1561.2	C_SOX12	SOX12	Sox12	8A	C_SOX
SOX13_MA1120.2	C_Sox3	SOX13	Sox13	8A	C_SOX
SOX14_MA1562.2	C_SOX14	SOX14	Sox14	8A	C_SOX
SOX15_MA1152.2	C_Sox3	SOX15	Sox15	8A	C_SOX
Sox17_MA0078.3	C_SOX18	SOX17	Sox17	8A	C_SOX
SOX18_MA1563.2	C_SOX18	SOX18	Sox18	8A	C_SOX
SOX2_MA0143.5	C_Sox3	SOX2	Sox2	8A	C_SOX
SOX21_MA0866.1	C_SOX21	SOX21	Sox21	8A	C_SOX
Sox3_MA0514.3	C_Sox3	SOX3	Sox3	8A	C_SOX
SOX4_MA0867.3	C_Sox6	SOX4	Sox4	8A	C_SOX
Sox5_MA0087.3	C_SOX18	SOX5	Sox5	8A	C_SOX
Sox6_MA0515.1	C_Sox6	SOX6	Sox6	8A	C_SOX
Sox7_MA2095.1	C_SOX18	SOX7	Sox7	#N/A	#N/A
SOX8_MA0868.3	C_SOX18	SOX8	Sox8	8A	C_SOX
SOX9_MA0077.2	C_SOX18	SOX9	Sox9	8A	C_SOX
SP1_MA0079.5	C_KLF5	SP1	Sp1	27A	C_EGR1;KLF;SP;ZNF
SP2_MA0516.3	C_KLF5	SP2	Sp2	27A	C_EGR1;KLF;SP;ZNF
SP3_MA0746.3	C_SP3	SP3	Sp3	27A	C_EGR1;KLF;SP;ZNF
SP4_MA0685.2	C_KLF5	SP4	Sp4	27A	C_EGR1;KLF;SP;ZNF
SP5_MA1965.2	C_SP5	SP5	Sp5	27A	C_EGR1;KLF;SP;ZNF
SP8_MA0747.2	C_SP3	SP8	Sp8	27A	C_EGR1;KLF;SP;ZNF
SP9_MA1564.2	C_SP3	SP9	Sp9	27A	C_EGR1;KLF;SP;ZNF
SPDEF_MA0686.2	C_SPDEF	SPDEF	Erf::Foxo1	9A	C_ELF;ETS;ELK
Spi1_MA0080.7	C_Spi1	SPI1	Spi1	9A	C_ELF;ETS;ELK
SPIB_MA0081.3	C_Spi1	SPIB	Spib	9A	C_ELF;ETS;ELK
SPIC_MA0687.2	C_SPIC	SPIC	Spic	9A	C_ELF;ETS;ELK
Spz1_MA0111.1	C_Spz1	SPZ1	Spz1	85A	C_SPZ1
SREBF1_MA0595.1	C_SREBF1	SREBF1	Srebf1	13B	C_SREBF;CREB3
SREBF1_MA0829.3	C_SREBF1	SREBF1	Srebf1	13B	C_SREBF;CREB3
SREBF2_MA0596.1	C_SREBF1	SREBF2	Srebf2	13B	C_SREBF;CREB3
SREBF2_MA0828.3	C_BHLHE41	SREBF2	Erf::Nhlh1	13B	C_SREBF;CREB3
SRF_MA0083.3	C_SRF	SRF	Srf	117A	C_SRF
SRY_MA0084.2	C_SRY	SRY	Sry	10A	C_FOX
STAT1_MA0137.4	C_Stat4	STAT1	Stat1	43A	C_BCL6;STAT4-6
STAT1STAT2_MA0517.2	C_STAT1::STAT2	STAT1::STAT2	Stat1::Stat2	42A	C_IRF;STAT1-2
Stat2_MA1623.2	C_Stat2	STAT2	Stat2	42A	C_IRF;STAT1-2
STAT3_MA0144.3	C_Stat4	STAT3	Stat3	43A	C_BCL6;STAT4-6
Stat4_MA0518.2	C_Stat4	STAT4	Stat4	43A	C_BCL6;STAT4-6
Stat5a_MA1624.2	C_Stat5a	STAT5A	Stat5a	43A	C_BCL6;STAT4-6
Stat5aStat5b_MA0519.2	C_Stat5b	STAT5A::STAT5B	Stat5a::Stat5b	43A	C_BCL6;STAT4-6
Stat5b_MA1625.2	C_Stat5b	STAT5B	Stat5b	43A	C_BCL6;STAT4-6
Stat6_MA0520.2	C_Stat6	STAT6	Stat6	43A	C_BCL6;STAT4-6
TAL1TCF3_MA0091.2	C_TAL1::TCF3	TAL1::TCF3	Tal1::Tcf3	6A	C_ASCL;MYOD1
TBP_MA0108.3	C_TBP	TBP	Tbp	95A	C_TBP
TBR1_MA0802.2	C_TBX2	TBR1	Tbr1	13A	C_EOMES;TBX
TBX1_MA0805.1	C_TBX2	TBX1	Tbx1	13A	C_EOMES;TBX
TBX15_MA0803.1	C_TBX2	TBX15	Tbx15	13A	C_EOMES;TBX
TBX18_MA1565.2	C_TBX2	TBX18	Tbx18	13A	C_EOMES;TBX
TBX19_MA0804.2	C_TBX19	TBX19	Tbx19	13C	C_TBX19
TBX2_MA0688.2	C_TBX2	TBX2	Tbx2	13A	C_EOMES;TBX
TBX20_MA0689.1	C_TBX20	TBX20	Tbx20	13A	C_EOMES;TBX
TBX21_MA0690.3	C_TBX2	TBX21	Tbx21	13A	C_EOMES;TBX
TBX3_MA1566.3	C_TBX2	TBX3	Tbx3	13A	C_EOMES;TBX
TBX4_MA0806.1	C_TBX2	TBX4	Tbx4	13A	C_EOMES;TBX
TBX5_MA0807.1	C_TBX2	TBX5	Tbx5	13A	C_EOMES;TBX
Tbx6_MA1567.3	C_TBX2	TBX6	Tbx6	13A	C_EOMES;TBX
TBXT_MA0009.2	C_TBX19	TBXT	Tbxt	13C	C_TBX19
Tcf12_MA0521.3	C_Twist2	TCF12	Tcf12	6A	C_ASCL;MYOD1
TCF12_MA1648.2	C_TCF3	TCF12	Tcf12	6A	C_ASCL;MYOD1
Tcf21_MA0832.2	C_Tcf21	TCF21	Tcf21	6A	C_ASCL;MYOD1
TCF21_MA1568.2	C_ATOH7	TCF21	Tcf21	6A	C_ASCL;MYOD1
TCF3_MA0522.4	C_TCF3	TCF3	Tcf3	6A	C_ASCL;MYOD1
TCF4_MA0830.3	C_TCF3	TCF4	Tcf4	6A	C_ASCL;MYOD1
TCF7_MA0769.3	C_Hnf1A	TCF7	Tcf7	4A	C_NR1H2;PPARA
TCF7L1_MA1421.1	C_TCF7L1	TCF7L1	Tcf7l1	4A	C_NR1H2;PPARA
TCF7L2_MA0523.2	C_Hnf1A	TCF7L2	Tcf7l2	4A	C_NR1H2;PPARA
TCFL5_MA0632.3	C_TCFL5	TCFL5	Tcfl5	67A	C_NRF1;TCFL5;ZBTB14
TEAD1_MA0090.4	C_TEAD1	TEAD1	Tead1	2B	C_TEAD
TEAD2_MA1121.2	C_TEAD1	TEAD2	Tead2	2B	C_TEAD
TEAD3_MA0808.1	C_TEAD1	TEAD3	Tead3	2B	C_TEAD
TEAD4_MA0809.3	C_TEAD1	TEAD4	Tead4	2B	C_TEAD
TEF_MA0843.2	C_TEF	TEF	Erf::Srebf2	5A	C_CEBPA;DBP
TFAP2A_MA0003.5	C_TFAP2C	TFAP2A	Tfap2a	7A	C_EBF;TFAP2
TFAP2A_MA0810.2	C_TFAP2C	TFAP2A	Tfap2a	7A	C_EBF;TFAP2
TFAP2A_MA0872.1	C_TFAP2C	TFAP2A	Tfap2a	7A	C_EBF;TFAP2
TFAP2B_MA0811.2	C_TFAP2C	TFAP2B	Tfap2b	7A	C_EBF;TFAP2
TFAP2B_MA0812.2	C_TFAP2C	TFAP2B	Tfap2b	7A	C_EBF;TFAP2
TFAP2B_MA0813.1	C_TFAP2C	TFAP2B	Tfap2b	7A	C_EBF;TFAP2
TFAP2C_MA0524.3	C_TFAP2C	TFAP2C	Tfap2c	7A	C_EBF;TFAP2
TFAP2C_MA0814.3	C_TFAP2C	TFAP2C	Tfap2c	7A	C_EBF;TFAP2
TFAP2C_MA0815.1	C_TFAP2C	TFAP2C	Tfap2c	7A	C_EBF;TFAP2
TFAP2E_MA1569.2	C_TFAP2C	TFAP2E	Tfap2e	7A	C_EBF;TFAP2
TFAP4_MA0691.1	C_TFAP4	TFAP4	Tfap4	6A	C_ASCL;MYOD1
TFAP4_MA1570.1	C_TFAP4	TFAP4	Tfap4	6A	C_ASCL;MYOD1
TFAP4ETV1_MA1966.2	C_ETV5::FIGLA	TFAP4::ETV1	Tfap4::Etv1	40A	C_ETV2;FIGLA
TFAP4FLI1_MA1967.2	C_TFAP4::FLI1	TFAP4::FLI1	Tfap4::Fli1	40A	C_ETV2;FIGLA
TFCP2_MA1968.2	C_GRHL1	TFCP2	Tfcp2	33B	C_GRHL2
Tfcp2l1_MA0145.2	C_Tfcp2l1	TFCP2L1	Tfcp2l1	119A	C_TFCP2L1
TFDP1_MA1122.2	C_TFDP1	TFDP1	Tfdp1	53A	C_E2F1-8
TFE3_MA0831.3	C_BHLHE41	TFE3	Tfe3	21A	C_HIF1A;HEY1
TFEB_MA0692.2	C_ARNT2	TFEB	Tfeb	21A	C_HIF1A;HEY1
TFEC_MA0871.3	C_ARNT2	TFEC	Tfec	21A	C_HIF1A;HEY1
TGIF1_MA0796.1	C_PKNOX2	TGIF1	Tgif1	6A	C_ASCL;MYOD1
TGIF2_MA0797.1	C_PKNOX2	TGIF2	Tgif2	6A	C_ASCL;MYOD1
TGIF2LX_MA1571.1	C_PKNOX2	TGIF2LX	NA	6A	C_ASCL;MYOD1
TGIF2LY_MA1572.1	C_PKNOX2	TGIF2LY	NA	6A	C_ASCL;MYOD1
THAP1_MA0597.3	C_THAP1	THAP1	Thap1	49A	C_NFIA;HIC
Thap11_MA1573.2	C_Thap11	THAP11	Thap11	121A	C_THAP11;ZNF382
THRA_MA1969.2	C_THRA	THRA	Thra	58A	C_RARG;THRA;THRB
THRB_MA1574.2	C_Nr2f6	THRB	Thrb	4A	C_NR1H2;PPARA
THRB_MA1575.2	C_THRB	THRB	Thrb	4A	C_NR1H2;PPARA
THRB_MA1576.2	C_THRB	THRB	Thrb	4A	C_NR1H2;PPARA
TLX2_MA1577.2	C_mix-a	TLX2	Tlx2	3A	C_HOXB3;HOXA2;DLX
TP53_MA0106.3	C_TP53	TP53	Tp53	50A	C_TP53;TP63
TP63_MA0525.2	C_TP63	TP63	Tp63	50A	C_TP53;TP63
TP73_MA0861.2	C_TP73	TP73	Tp73	50A	C_TP53;TP63
TRPS1_MA1970.2	C_Gata3	TRPS1	Trps1	11A	C_GATA
TWIST1_MA1123.3	C_TWIST1	TWIST1	Twist1	6A	C_ASCL;MYOD1
Twist2_MA0633.3	C_Twist2	TWIST2	Twist2	6A	C_ASCL;MYOD1
UNCX_MA0721.2	C_mix-a	UNCX	Uncx	3A	C_HOXB3;HOXA2;DLX
USF1_MA0093.4	C_BHLHE41	USF1	Usf1	13B	C_SREBF;CREB3
USF2_MA0526.5	C_BHLHE41	USF2	Usf2	21A	C_HIF1A;HEY1
VAX1_MA0722.2	C_mix-a	VAX1	Vax1	3A	C_HOXB3;HOXA2;DLX
VAX2_MA0723.3	C_mix-a	VAX2	Vax2	3A	C_HOXB3;HOXA2;DLX
Vdr_MA0693.4	C_NR1I3	VDR	Vdr	4A	C_NR1H2;PPARA
VENTX_MA0724.1	C_VENTX	VENTX	NA	3A	C_HOXB3;HOXA2;DLX
VEZF1_MA1578.2	C_VEZF1	VEZF1	Vezf1	27A	C_EGR1;KLF;SP;ZNF
VSX1_MA0725.2	C_mix-a	VSX1	Vsx1	3A	C_HOXB3;HOXA2;DLX
VSX2_MA0726.2	C_mix-a	VSX2	Vsx2	3A	C_HOXB3;HOXA2;DLX
Wt1_MA1627.2	C_Wt1	WT1	Wt1	27A	C_EGR1;KLF;SP;ZNF
XBP1_MA0844.2	C_CREB3	XBP1	Xbp1	13B	C_SREBF;CREB3
Yy1_MA0095.4	C_Yy1	YY1	Yy1	84B	C_YY1;ZFP42
YY2_MA0748.3	C_YY2	YY2	Yy2	53A	C_E2F1-8
ZBED1_MA0749.2	C_ZBED1	ZBED1	NA	69A	C_ZBED1;ZBTB33
ZBED2_MA1971.2	C_ZBED2	ZBED2	NA	42A	C_IRF;STAT1-2
ZBED4_MA2328.1	C_ZBED4	ZBED4	Zbed4	#N/A	#N/A
ZBTB11_MA2329.1	C_ETS1	ZBTB11	Zbtb11	#N/A	#N/A
ZBTB12_MA1649.2	C_ZBTB12	ZBTB12	Zbtb12	16A	C_ZBTB
ZBTB14_MA1650.2	C_ZBTB14	ZBTB14	Zbtb14	67A	C_NRF1;TCFL5;ZBTB14
ZBTB17_MA2102.1	C_ZBTB17	ZBTB17	Zbtb17	#N/A	#N/A
ZBTB18_MA0698.2	C_ZBTB18	ZBTB18	Zbtb18	6A	C_ASCL;MYOD1
Zbtb2_MA2340.1	C_ETS1	ZBTB2	Zbtb2	#N/A	#N/A
ZBTB24_MA2330.1	C_ZBTB24	ZBTB24	Zbtb24	#N/A	#N/A
ZBTB26_MA1579.2	C_ZBTB26	ZBTB26	Zbtb26	16A	C_ZBTB
ZBTB32_MA1580.1	C_ZBTB32	ZBTB32	Zbtb32	124A	C_ZBTB32
ZBTB33_MA0527.2	C_ZBTB33	ZBTB33	Zbtb33	69A	C_ZBED1;ZBTB33
ZBTB6_MA1581.2	C_ZBTB6	ZBTB6	Zbtb6	83A	C_ZBTB6
ZBTB7A_MA0750.3	C_ETS1	ZBTB7A	Zbtb7a	9A	C_ELF;ETS;ELK
ZBTB7B_MA0694.2	C_ZBTB7B	ZBTB7B	Zbtb7b	36A	C_GLI1
ZBTB7C_MA0695.2	C_ZBTB7B	ZBTB7C	Zbtb7c	36A	C_GLI1
ZEB1_MA0103.4	C_TCF3	ZEB1	Zeb1	6A	C_ASCL;MYOD1
ZFP14_MA1972.1	C_ZFP14	ZFP14	Zfp14	80A	C_ZFP14
Zfp335_MA2002.2	C_Zfp335	ZFP335	Zfp335	64A	C_HAND1;TCF3;SMAD2
ZFP42_MA1651.2	C_ZFP42	ZFP42	Zfp42	84B	C_YY1;ZFP42
ZFP57_MA1583.2	C_ZFP57	ZFP57	Zfp57	102A	C_ZFP57
Zfp809_MA2125.1	C_Zfp809	ZFP809	Zfp809	#N/A	#N/A
Zfp961_MA2126.1	C_Zfp961	ZFP961	Zfp961	#N/A	#N/A
Zfx_MA0146.3	C_Zfx	ZFX	Zfx	79A	C_ZFX
ZIC1_MA0696.1	C_ZIC1	ZIC1	Zic1	46A	C_ZIC1;GLI;GLIS1-3
Zic1Zic2_MA1628.2	C_Zic2	ZIC1::ZIC2	Zic1::Zic2	56A	C_ZIC2;OSR
Zic2_MA1629.2	C_Zic2	ZIC2	Zic2	56A	C_ZIC2;OSR
Zic3_MA0697.3	C_Zic2	ZIC3	Zic3	56A	C_ZIC2;OSR
ZIC4_MA0751.2	C_ZIC1	ZIC4	Zic4	46A	C_ZIC1;GLI;GLIS1-3
ZIC5_MA1584.2	C_ZIC1	ZIC5	Zic5	46A	C_ZIC1;GLI;GLIS1-3
ZIM3_MA1709.2	C_ZIM3	ZIM3	Zim3	42A	C_IRF;STAT1-2
ZKSCAN1_MA1585.2	C_ZKSCAN1	ZKSCAN1	Zkscan1	66A	C_ZKSCAN1;ZNF784
ZKSCAN3_MA1973.2	C_ZKSCAN3	ZKSCAN3	Zkscan3	137A	C_ZKSCAN3
ZKSCAN5_MA1652.2	C_ZKSCAN5	ZKSCAN5	Zkscan5	74A	C_ZKSCAN5
ZNF135_MA1587.1	C_ZNF135	ZNF135	NA	65A	C_ZNF135;ZNF146
ZNF136_MA1588.1	C_ZNF136	ZNF136	NA	72A	C_ZNF136
ZNF140_MA1589.2	C_ZNF140	ZNF140	NA	111A	C_ZNF140
ZNF143_MA0088.2	C_ZNF143	ZNF143	NA	63A	C_ZNF76
ZNF148_MA1653.2	C_PATZ1	ZNF148	NA	27A	C_EGR1;KLF;SP;ZNF
ZNF157_MA2331.1	C_ZNF157	ZNF157	NA	#N/A	#N/A
ZNF16_MA1654.2	C_ZNF16	ZNF16	NA	71A	C_ZNF16
ZNF175_MA2332.1	C_GABPA	ZNF175	NA	#N/A	#N/A
ZNF184_MA2120.1	C_ZNF184	ZNF184	Zfp184	#N/A	#N/A
ZNF189_MA1725.2	C_ZNF189	ZNF189	NA	57A	C_ZNF
ZNF211_MA1974.2	C_ZNF211	ZNF211	NA	70A	C_ZNF211
ZNF213_MA2121.1	C_ZNF213	ZNF213	NA	#N/A	#N/A
ZNF214_MA1975.2	C_ZNF214	ZNF214	NA	118A	C_ZNF214
ZNF24_MA1124.1	C_ZNF24	ZNF24	NA	90B	C_ZNF24
ZNF257_MA1710.2	C_ZNF257	ZNF257	NA	74B	C_ZNF257
ZNF263_MA0528.3	C_SP5	ZNF263	NA	27A	C_EGR1;KLF;SP;ZNF
ZNF274_MA1592.2	C_ZNF274	ZNF274	NA	114A	C_ZNF274
ZNF281_MA1630.3	C_PATZ1	ZNF281	NA	27A	C_EGR1;KLF;SP;ZNF
ZNF282_MA1154.2	C_ZNF282	ZNF282	NA	89A	C_ZNF282
ZNF317_MA1593.2	C_ZNF317	ZNF317	NA	56A	C_ZIC2;OSR
ZNF320_MA1976.2	C_ZNF320	ZNF320	NA	78A	C_PRDM9;ZNF320
ZNF324_MA1977.2	C_ZNF324	ZNF324	NA	71B	C_ZNF324
ZNF331_MA1726.2	C_ZNF331	ZNF331	NA	98A	C_ZNF331
ZNF341_MA1655.2	C_ZNF341	ZNF341	NA	57A	C_ZNF
ZNF343_MA1711.2	C_ZNF343	ZNF343	NA	126A	C_ZNF343
ZNF35_MA2333.1	C_ZNF35	ZNF35	NA	#N/A	#N/A
ZNF354A_MA1978.2	C_ZNF354A	ZNF354A	NA	95B	C_ZNF354A
ZNF354C_MA0130.1	C_ZNF354C	ZNF354C	NA	131A	C_ZNF354C
ZNF382_MA1594.1	C_ZNF382	ZNF382	NA	121A	C_THAP11;ZNF382
ZNF384_MA1125.2	C_ZNF384	ZNF384	NA	45A	C_HOXA10;HOXB13
ZNF410_MA0752.2	C_ZNF410	ZNF410	NA	88A	C_ZNF410
ZNF416_MA1979.2	C_ZNF416	ZNF416	NA	49A	C_NFIA;HIC
ZNF417_MA1727.2	C_ZNF417	ZNF417	NA	53A	C_E2F1-8
ZNF418_MA1980.1	C_ZNF418	ZNF418	NA	129A	C_ZNF418
Znf423_MA0116.1	C_Znf423	ZNF423	NA	7A	C_EBF;TFAP2
ZNF449_MA1656.2	C_ZNF449	ZNF449	NA	92A	C_ZNF449
ZNF454_MA1712.2	C_ZNF454	ZNF454	NA	123A	C_ZNF454
ZNF460_MA1596.1	C_ZNF460	ZNF460	NA	65A	C_ZNF135;ZNF146
ZNF524_MA2096.1	C_ZNF524	ZNF524	NA	#N/A	#N/A
ZNF528_MA1597.1	C_ZNF528	ZNF528	NA	103A	C_ZNF528
ZNF530_MA1981.2	C_ZNF530	ZNF530	NA	99A	C_ZNF530
ZNF547_MA2334.1	C_ZNF547	ZNF547	NA	#N/A	#N/A
ZNF549_MA1728.2	C_ZNF549	ZNF549	NA	86A	C_ZNF549
ZNF558_MA2335.1	C_ZNF558	ZNF558	NA	#N/A	#N/A
ZNF574_MA1982.2	C_ZNF574	ZNF574	NA	77A	C_ZNF574;ZNF610
ZNF582_MA1983.2	C_ZNF582	ZNF582	NA	130A	C_ZNF582
ZNF610_MA1713.2	C_ZNF610	ZNF610	NA	77A	C_ZNF574;ZNF610
ZNF652_MA1657.2	C_ZNF652	ZNF652	NA	81A	C_HMBOX1;ZNF652
ZNF667_MA1984.2	C_ZNF667	ZNF667	NA	122A	C_ZNF667
ZNF669_MA1985.1	C_ZNF669	ZNF669	NA	14A	C_NR1H4;RXRA
ZNF675_MA1714.2	C_ZNF675	ZNF675	NA	107A	C_ZNF675
ZNF677_MA2101.1	C_ZNF677	ZNF677	NA	#N/A	#N/A
ZNF680_MA1729.2	C_ZNF680	ZNF680	NA	73A	C_ZNF680
ZNF682_MA1599.2	C_ZNF682	ZNF682	NA	32A	C_MZF1;NFKB1
ZNF684_MA1600.2	C_ZNF684	ZNF684	NA	2C	C_ZNF684
ZNF692_MA1986.2	C_ZNF692	ZNF692	NA	62A	C_INSM1;CTCFL
ZNF701_MA1987.2	C_ZNF701	ZNF701	NA	100A	C_ZNF701
ZNF707_MA1715.1	C_ZNF707	ZNF707	NA	128A	C_ZNF707
ZNF708_MA1730.2	C_ZNF708	ZNF708	NA	57A	C_ZNF
ZNF740_MA0753.3	C_ZNF740	ZNF740	NA	27A	C_EGR1;KLF;SP;ZNF
ZNF75A_MA2097.1	C_ZNF75A	ZNF75A	NA	#N/A	#N/A
ZNF75D_MA1601.2	C_ZNF75D	ZNF75D	NA	44A	C_NFATC
ZNF76_MA1716.2	C_ZNF143	ZNF76	NA	63A	C_ZNF76
ZNF766_MA2098.1	C_ZNF766	ZNF766	NA	#N/A	#N/A
ZNF768_MA1731.2	C_ZNF768	ZNF768	NA	104A	C_ZNF768
